bin_idx,time,id,satellite,network,band,elevation,azimuth,snr
0,1788,31020,20,2,true,11,127,39
0,1789,30009,9,2,false,18,53,37
0,1789,30020,20,2,false,11,127,31
0,1789,31020,20,2,true,11,127,39
0,1790,30009,9,2,false,18,53,37
0,1790,30020,20,2,false,11,127,30
0,1790,31020,20,2,true,11,127,39
0,1791,30009,9,2,false,18,53,37
0,1791,30020,20,2,false,11,127,29
0,1791,31020,20,2,true,11,127,40
0,1792,30009,9,2,false,18,53,37
0,1792,30020,20,2,false,11,127,29
0,1792,31020,20,2,true,11,127,41
0,1793,30009,9,2,false,18,53,37
0,1793,30020,20,2,false,11,127,22
0,1793,31020,20,2,true,11,127,41
0,1794,30009,9,2,false,18,53,37
0,1794,30020,20,2,false,11,127,30
0,1794,31020,20,2,true,11,127,41
0,1795,30009,9,2,false,18,53,37
0,1795,30020,20,2,false,11,127,29
0,1795,31020,20,2,true,11,127,41
0,1796,30009,9,2,false,18,53,38
0,1796,30020,20,2,false,11,127,29
0,1796,31020,20,2,true,11,127,42
0,1797,30009,9,2,false,18,53,38
0,1797,30020,20,2,false,11,127,29
0,1797,31020,20,2,true,11,127,42
0,1798,30009,9,2,false,18,53,37
0,1798,30005,5,2,false,12,120,33
0,1798,30020,20,2,false,11,127,29
0,1798,31020,20,2,true,11,127,42
0,1799,30009,9,2,false,18,53,37
0,1799,30005,5,2,false,12,120,33
0,1799,30020,20,2,false,11,127,31
0,1799,31020,20,2,true,11,127,42
0,1800,30009,9,2,false,18,53,38
0,1800,30005,5,2,false,12,120,34
0,1800,30020,20,2,false,11,127,30
0,1800,31020,20,2,true,11,127,42
0,1801,30009,9,2,false,18,53,38
0,1801,30005,5,2,false,12,120,29
0,1801,30020,20,2,false,11,127,28
0,1801,31020,20,2,true,11,127,42
0,1802,30009,9,2,false,18,53,37
0,1802,30005,5,2,false,12,120,29
0,1802,30020,20,2,false,11,127,27
0,1802,31020,20,2,true,11,127,42
0,1803,30009,9,2,false,18,53,37
0,1803,30005,5,2,false,12,120,28
0,1803,30020,20,2,false,11,127,27
0,1803,31020,20,2,true,11,127,42
0,1804,30009,9,2,false,18,53,36
0,1804,30005,5,2,false,12,120,27
0,1804,30020,20,2,false,11,127,35
0,1804,31020,20,2,true,11,127,42
0,1805,30009,9,2,false,18,53,36
0,1805,30005,5,2,false,12,120,26
0,1805,30020,20,2,false,11,127,34
0,1805,31020,20,2,true,11,127,42
0,1806,30009,9,2,false,18,53,37
0,1806,30005,5,2,false,12,120,26
0,1806,30020,20,2,false,11,127,25
0,1806,31020,20,2,true,11,127,42
0,1807,30009,9,2,false,18,53,36
0,1807,30005,5,2,false,12,120,25
0,1807,30020,20,2,false,11,127,24
0,1807,31020,20,2,true,11,127,42
0,1808,30009,9,2,false,18,53,37
0,1808,30020,20,2,false,11,127,25
0,1808,31020,20,2,true,11,127,41
0,1809,30009,9,2,false,18,53,27
0,1809,30020,20,2,false,11,127,27
0,1809,31020,20,2,true,11,127,41
0,1810,30009,9,2,false,18,53,34
0,1810,30020,20,2,false,11,127,27
0,1810,31020,20,2,true,11,127,41
0,1811,30009,9,2,false,18,53,35
0,1811,30020,20,2,false,11,127,28
0,1811,31020,20,2,true,11,127,40
0,1812,30009,9,2,false,18,53,35
0,1812,30020,20,2,false,11,127,27
0,1812,31020,20,2,true,11,127,40
0,1813,30009,9,2,false,18,53,35
0,1813,30020,20,2,false,11,127,27
0,1813,31020,20,2,true,11,127,41
0,1814,30009,9,2,false,18,53,35
0,1814,30020,20,2,false,11,127,28
0,1814,31020,20,2,true,11,127,41
0,1815,30009,9,2,false,18,53,36
0,1815,30005,5,2,false,12,120,27
0,1815,30020,20,2,false,11,127,29
0,1815,31020,20,2,true,11,127,41
0,1816,30009,9,2,false,18,53,36
0,1816,30005,5,2,false,12,120,25
0,1816,30020,20,2,false,11,127,28
0,1816,31020,20,2,true,11,127,40
0,1817,30009,9,2,false,18,53,37
0,1817,30005,5,2,false,12,120,30
0,1817,30020,20,2,false,11,127,29
0,1817,31020,20,2,true,11,127,40
0,1818,30009,9,2,false,18,53,37
0,1818,30005,5,2,false,12,120,28
0,1818,30020,20,2,false,11,127,29
0,1818,31020,20,2,true,11,127,40
0,1819,30009,9,2,false,18,53,37
0,1819,30005,5,2,false,12,120,27
0,1819,30020,20,2,false,11,127,31
0,1819,31020,20,2,true,11,127,40
0,1820,30009,9,2,false,18,53,37
0,1820,30005,5,2,false,12,120,27
0,1820,30020,20,2,false,11,127,30
0,1820,31020,20,2,true,11,127,40
0,1821,30009,9,2,false,18,53,36
0,1821,30005,5,2,false,12,120,28
0,1821,30020,20,2,false,11,127,30
0,1821,31020,20,2,true,11,127,40
0,1822,30009,9,2,false,18,53,36
0,1822,30005,5,2,false,12,120,28
0,1822,30020,20,2,false,11,127,29
0,1822,31020,20,2,true,11,127,40
0,1823,30009,9,2,false,18,53,36
0,1823,30005,5,2,false,12,120,27
0,1823,30020,20,2,false,11,127,30
0,1823,31020,20,2,true,11,127,40
0,1824,30009,9,2,false,18,53,35
0,1824,30005,5,2,false,12,120,27
0,1824,30020,20,2,false,11,127,30
0,1824,31020,20,2,true,11,127,41
0,1825,30009,9,2,false,18,53,36
0,1825,30005,5,2,false,12,120,29
0,1825,30020,20,2,false,11,127,30
0,1825,31020,20,2,true,11,127,42
0,1826,30009,9,2,false,18,53,36
0,1826,30005,5,2,false,12,120,30
0,1826,30020,20,2,false,11,127,29
0,1826,31020,20,2,true,11,127,42
0,1827,30009,9,2,false,18,53,34
0,1827,30005,5,2,false,12,120,31
0,1827,30020,20,2,false,11,127,30
0,1827,31020,20,2,true,11,127,42
0,1828,30009,9,2,false,18,53,32
0,1828,30005,5,2,false,12,120,32
0,1828,30020,20,2,false,11,127,28
0,1828,31020,20,2,true,11,127,42
0,1829,30009,9,2,false,18,53,31
0,1829,30005,5,2,false,12,120,32
0,1829,30020,20,2,false,11,127,26
0,1829,31020,20,2,true,11,127,42
0,1830,30009,9,2,false,18,53,32
0,1830,30005,5,2,false,12,120,31
0,1830,30020,20,2,false,11,127,27
0,1830,31020,20,2,true,11,127,42
0,1831,30009,9,2,false,18,53,33
0,1831,30005,5,2,false,12,120,33
0,1831,30020,20,2,false,11,127,27
0,1831,31020,20,2,true,11,127,42
0,1832,30009,9,2,false,18,53,34
0,1832,30005,5,2,false,12,120,33
0,1832,30020,20,2,false,11,127,28
0,1832,31020,20,2,true,11,127,42
0,1833,30009,9,2,false,18,53,35
0,1833,30005,5,2,false,12,120,33
0,1833,30020,20,2,false,11,127,29
0,1833,31020,20,2,true,11,127,42
0,1834,30009,9,2,false,18,53,36
0,1834,30005,5,2,false,12,120,32
0,1834,30020,20,2,false,11,127,28
0,1834,31020,20,2,true,11,127,42
0,1835,30009,9,2,false,18,53,35
0,1835,30005,5,2,false,12,120,31
0,1835,30020,20,2,false,11,127,28
0,1835,31020,20,2,true,11,127,42
0,1836,30009,9,2,false,18,53,42
0,1836,30005,5,2,false,12,120,31
0,1836,30020,20,2,false,11,127,28
0,1836,31020,20,2,true,11,127,42
0,1837,30009,9,2,false,18,53,41
0,1837,30005,5,2,false,12,120,30
0,1837,30020,20,2,false,11,127,28
0,1837,31020,20,2,true,11,127,43
0,1838,30009,9,2,false,18,53,39
0,1838,30005,5,2,false,12,120,30
0,1838,30020,20,2,false,11,127,28
0,1838,31020,20,2,true,11,127,43
0,1839,30009,9,2,false,18,53,39
0,1839,30005,5,2,false,12,120,30
0,1839,30020,20,2,false,11,127,30
0,1839,31020,20,2,true,11,127,43
0,1840,30009,9,2,false,18,53,38
0,1840,30005,5,2,false,12,120,31
0,1840,30020,20,2,false,11,127,30
0,1840,31020,20,2,true,11,127,43
0,1841,30009,9,2,false,18,53,37
0,1841,30005,5,2,false,12,120,31
0,1841,30020,20,2,false,11,127,31
0,1841,31020,20,2,true,11,127,43
0,1842,30009,9,2,false,18,53,37
0,1842,30005,5,2,false,12,120,32
0,1842,30020,20,2,false,11,127,31
0,1842,31020,20,2,true,11,127,42
0,1843,30009,9,2,false,18,53,36
0,1843,30005,5,2,false,12,120,32
0,1843,30020,20,2,false,11,127,31
0,1843,31020,20,2,true,11,127,41
0,1844,30009,9,2,false,18,53,35
0,1844,30005,5,2,false,12,120,31
0,1844,30020,20,2,false,11,127,31
0,1844,31020,20,2,true,11,127,40
0,1845,30009,9,2,false,18,53,35
0,1845,30005,5,2,false,12,120,30
0,1845,30020,20,2,false,11,127,24
0,1845,31020,20,2,true,11,127,40
0,1846,30009,9,2,false,18,53,34
0,1846,30005,5,2,false,12,120,22
0,1846,30020,20,2,false,11,127,26
0,1846,31020,20,2,true,11,127,40
0,1847,30009,9,2,false,18,53,33
0,1847,30005,5,2,false,12,120,24
0,1847,30020,20,2,false,11,127,27
0,1847,31020,20,2,true,11,127,39
0,1848,30009,9,2,false,18,53,34
0,1848,30005,5,2,false,12,120,24
0,1848,30020,20,2,false,11,127,28
0,1848,31020,20,2,true,11,127,39
0,1849,30009,9,2,false,18,53,33
0,1849,30005,5,2,false,12,120,25
0,1849,30020,20,2,false,11,127,28
0,1849,31020,20,2,true,11,127,39
0,1850,30009,9,2,false,18,53,34
0,1850,30005,5,2,false,12,120,27
0,1850,30020,20,2,false,11,127,27
0,1850,31020,20,2,true,11,127,39
0,1851,30009,9,2,false,18,53,34
0,1851,30005,5,2,false,12,120,29
0,1851,30020,20,2,false,11,127,28
0,1851,31020,20,2,true,11,127,39
0,1852,30009,9,2,false,18,53,35
0,1852,30005,5,2,false,12,120,29
0,1852,30020,20,2,false,11,127,28
0,1852,31020,20,2,true,11,127,39
0,1853,30009,9,2,false,18,53,33
0,1853,30005,5,2,false,12,120,29
0,1853,30020,20,2,false,11,127,27
0,1853,31020,20,2,true,11,127,40
0,1854,30009,9,2,false,18,53,32
0,1854,30005,5,2,false,12,120,29
0,1854,30020,20,2,false,11,127,28
0,1854,31020,20,2,true,11,127,40
0,1855,30009,9,2,false,18,53,30
0,1855,30005,5,2,false,12,120,28
0,1855,30020,20,2,false,11,127,28
0,1855,31020,20,2,true,11,127,40
0,1856,30009,9,2,false,18,53,30
0,1856,30005,5,2,false,12,120,28
0,1856,30020,20,2,false,11,127,29
0,1856,31020,20,2,true,11,127,40
0,1857,30009,9,2,false,18,53,31
0,1857,30005,5,2,false,12,120,28
0,1857,30020,20,2,false,11,127,29
0,1857,31020,20,2,true,11,127,40
0,1858,30009,9,2,false,18,53,39
0,1858,30005,5,2,false,12,120,26
0,1858,30020,20,2,false,11,127,28
0,1858,31020,20,2,true,11,127,39
0,1859,30009,9,2,false,18,53,37
0,1859,30005,5,2,false,12,120,27
0,1859,30020,20,2,false,11,127,26
0,1859,31020,20,2,true,11,127,39
0,1860,30009,9,2,false,18,53,30
0,1860,30005,5,2,false,12,120,27
0,1860,30020,20,2,false,11,127,25
0,1860,31020,20,2,true,11,127,39
0,1861,30009,9,2,false,18,53,31
0,1861,30005,5,2,false,12,120,27
0,1861,30020,20,2,false,11,127,24
0,1861,31020,20,2,true,11,127,39
0,1862,30009,9,2,false,18,53,32
0,1862,30005,5,2,false,12,120,28
0,1862,30020,20,2,false,11,127,25
0,1862,31020,20,2,true,11,127,39
0,1863,30009,9,2,false,18,53,32
0,1863,30005,5,2,false,12,120,29
0,1863,30020,20,2,false,11,127,25
0,1863,31020,20,2,true,11,127,40
0,1864,30009,9,2,false,18,53,33
0,1864,30005,5,2,false,12,120,29
0,1864,30020,20,2,false,11,127,25
0,1864,31020,20,2,true,11,127,40
0,1865,30009,9,2,false,18,53,32
0,1865,30005,5,2,false,12,120,28
0,1865,30020,20,2,false,11,127,25
0,1865,31020,20,2,true,11,127,40
0,1866,30009,9,2,false,18,53,32
0,1866,30005,5,2,false,12,120,29
0,1866,30020,20,2,false,11,127,26
0,1866,31020,20,2,true,11,127,40
0,1867,30009,9,2,false,18,53,32
0,1867,30005,5,2,false,12,120,27
0,1867,30020,20,2,false,11,127,22
0,1867,31020,20,2,true,11,127,41
0,1868,30009,9,2,false,18,53,32
0,1868,30005,5,2,false,12,120,35
0,1868,30020,20,2,false,11,127,23
0,1868,31020,20,2,true,11,127,41
0,1869,30009,9,2,false,18,53,32
0,1869,30005,5,2,false,12,120,35
0,1869,30020,20,2,false,11,127,28
0,1869,31020,20,2,true,11,127,40
0,1870,30009,9,2,false,18,53,33
0,1870,30005,5,2,false,12,120,33
0,1870,30020,20,2,false,11,127,29
0,1870,31020,20,2,true,11,127,39
0,1871,30009,9,2,false,18,53,33
0,1871,30005,5,2,false,12,120,32
0,1871,30020,20,2,false,11,127,32
0,1871,31020,20,2,true,11,127,39
0,1872,30009,9,2,false,18,53,34
0,1872,30005,5,2,false,12,120,33
0,1872,30020,20,2,false,11,127,27
0,1872,31020,20,2,true,11,127,39
0,1873,30009,9,2,false,18,53,35
0,1873,30005,5,2,false,12,120,33
0,1873,30020,20,2,false,11,127,17
0,1873,31020,20,2,true,11,127,40
0,1874,30009,9,2,false,18,53,35
0,1874,30005,5,2,false,12,120,32
0,1874,30020,20,2,false,11,127,25
0,1874,31020,20,2,true,11,127,40
0,1875,30009,9,2,false,18,53,35
0,1875,30005,5,2,false,12,120,31
0,1875,30020,20,2,false,11,127,25
0,1875,31020,20,2,true,11,127,40
0,1876,30009,9,2,false,18,53,35
0,1876,30005,5,2,false,12,120,31
0,1876,30020,20,2,false,11,127,24
0,1876,31020,20,2,true,11,127,41
0,1877,30009,9,2,false,18,53,34
0,1877,30005,5,2,false,12,120,31
0,1877,30020,20,2,false,11,127,31
0,1877,31020,20,2,true,11,127,41
0,1878,30009,9,2,false,18,53,34
0,1878,30005,5,2,false,12,120,32
0,1878,30020,20,2,false,11,127,32
0,1878,31020,20,2,true,11,127,41
0,1879,30009,9,2,false,18,53,34
0,1879,30005,5,2,false,12,120,32
0,1879,30020,20,2,false,11,127,31
0,1879,31020,20,2,true,11,127,41
0,1880,30009,9,2,false,18,53,33
0,1880,30005,5,2,false,12,120,31
0,1880,30020,20,2,false,11,127,30
0,1880,31020,20,2,true,11,127,42
0,1881,30009,9,2,false,18,53,35
0,1881,30005,5,2,false,12,120,31
0,1881,30020,20,2,false,11,127,29
0,1881,31020,20,2,true,11,127,42
0,1882,30009,9,2,false,18,53,35
0,1882,30005,5,2,false,12,120,32
0,1882,30020,20,2,false,11,127,28
0,1882,31020,20,2,true,11,127,43
0,1883,30009,9,2,false,18,53,33
0,1883,30005,5,2,false,12,120,33
0,1883,30020,20,2,false,11,127,29
0,1883,31020,20,2,true,11,127,43
0,1884,30009,9,2,false,18,53,32
0,1884,30005,5,2,false,12,120,34
0,1884,30020,20,2,false,11,127,29
0,1884,31020,20,2,true,11,127,43
0,1885,30009,9,2,false,18,53,30
0,1885,30005,5,2,false,12,120,33
0,1885,30020,20,2,false,11,127,29
0,1885,31020,20,2,true,11,127,42
0,1886,30009,9,2,false,18,53,29
0,1886,30005,5,2,false,12,120,33
0,1886,30020,20,2,false,11,127,31
0,1886,31020,20,2,true,11,127,42
0,1887,30009,9,2,false,18,53,28
0,1887,30005,5,2,false,12,120,33
0,1887,30020,20,2,false,11,127,31
0,1887,31020,20,2,true,11,127,42
0,1888,30009,9,2,false,18,53,30
0,1888,30005,5,2,false,12,120,32
0,1888,30020,20,2,false,11,127,29
0,1888,31020,20,2,true,11,127,42
0,1889,30009,9,2,false,18,53,31
0,1889,30005,5,2,false,12,120,32
0,1889,30020,20,2,false,11,127,27
0,1889,31020,20,2,true,11,127,42
0,1890,30009,9,2,false,18,53,31
0,1890,30005,5,2,false,12,120,33
0,1890,30020,20,2,false,11,127,26
0,1890,31020,20,2,true,11,127,42
0,1891,30009,9,2,false,18,53,29
0,1891,30005,5,2,false,12,120,33
0,1891,30020,20,2,false,11,127,34
0,1891,31020,20,2,true,11,127,42
0,1892,30009,9,2,false,18,53,29
0,1892,30005,5,2,false,12,120,33
0,1892,30020,20,2,false,11,127,34
0,1892,31020,20,2,true,11,127,42
0,1893,30009,9,2,false,18,53,29
0,1893,30005,5,2,false,12,120,32
0,1893,30020,20,2,false,11,127,27
0,1893,31020,20,2,true,11,127,42
0,1894,30009,9,2,false,18,53,31
0,1894,30005,5,2,false,12,120,33
0,1894,30020,20,2,false,11,127,34
0,1894,31020,20,2,true,11,127,42
0,1895,30009,9,2,false,18,53,30
0,1895,30005,5,2,false,12,120,33
0,1895,30020,20,2,false,11,127,32
0,1895,31020,20,2,true,11,127,42
0,1896,30009,9,2,false,18,53,35
0,1896,30005,5,2,false,12,120,33
0,1896,30020,20,2,false,11,127,25
0,1896,31020,20,2,true,11,127,42
0,1897,30009,9,2,false,18,53,30
0,1897,30005,5,2,false,12,120,34
0,1897,30020,20,2,false,11,127,35
0,1897,31020,20,2,true,11,127,42
0,1898,30009,9,2,false,18,53,24
0,1898,30005,5,2,false,12,120,34
0,1898,30020,20,2,false,11,127,31
0,1898,31020,20,2,true,11,127,42
0,1899,30009,9,2,false,18,53,35
0,1899,30005,5,2,false,12,120,33
0,1899,30020,20,2,false,11,127,33
0,1899,31020,20,2,true,11,127,42
0,1900,30009,9,2,false,18,53,36
0,1900,30005,5,2,false,12,120,33
0,1900,30020,20,2,false,11,127,30
0,1900,31020,20,2,true,11,127,42
0,1901,30009,9,2,false,18,53,32
0,1901,30005,5,2,false,12,120,33
0,1901,30020,20,2,false,11,127,27
0,1901,31020,20,2,true,11,127,42
0,1902,30009,9,2,false,18,53,33
0,1902,30005,5,2,false,12,120,33
0,1902,30020,20,2,false,11,127,24
0,1902,31020,20,2,true,11,127,42
0,1903,30009,9,2,false,18,53,31
0,1903,30005,5,2,false,12,120,31
0,1903,30020,20,2,false,11,127,26
0,1903,31020,20,2,true,11,127,42
0,1904,30009,9,2,false,18,53,29
0,1904,30005,5,2,false,12,120,32
0,1904,30020,20,2,false,11,127,34
0,1904,31020,20,2,true,11,127,42
0,1905,30009,9,2,false,18,53,31
0,1905,30005,5,2,false,12,120,31
0,1905,30020,20,2,false,11,127,33
0,1905,31020,20,2,true,11,127,42
0,1906,30009,9,2,false,18,53,32
0,1906,30005,5,2,false,12,120,30
0,1906,30020,20,2,false,11,127,33
0,1906,31020,20,2,true,11,127,42
0,1907,30009,9,2,false,18,53,31
0,1907,30005,5,2,false,12,120,29
0,1907,30020,20,2,false,11,127,32
0,1907,31020,20,2,true,11,127,42
0,1908,30009,9,2,false,18,53,31
0,1908,30005,5,2,false,12,120,30
0,1908,30020,20,2,false,11,127,32
0,1908,31020,20,2,true,11,127,42
0,1909,30009,9,2,false,18,53,33
0,1909,30005,5,2,false,12,120,30
0,1909,30020,20,2,false,11,127,32
0,1909,31020,20,2,true,11,127,42
0,1910,30009,9,2,false,18,53,33
0,1910,30005,5,2,false,12,120,29
0,1910,30020,20,2,false,11,127,31
0,1910,31020,20,2,true,11,127,42
0,1911,30009,9,2,false,17,53,34
0,1911,30005,5,2,false,12,120,30
0,1911,30020,20,2,false,11,127,31
0,1911,31020,20,2,true,11,127,42
0,1912,30009,9,2,false,17,53,32
0,1912,30005,5,2,false,12,120,31
0,1912,30020,20,2,false,11,127,30
0,1912,31020,20,2,true,11,127,42
0,1913,30009,9,2,false,17,53,34
0,1913,30005,5,2,false,12,120,31
0,1913,30020,20,2,false,11,127,30
0,1913,31020,20,2,true,11,127,42
0,1914,30009,9,2,false,17,53,34
0,1914,30005,5,2,false,12,120,30
0,1914,30020,20,2,false,11,127,31
0,1914,31020,20,2,true,11,127,42
0,1915,30009,9,2,false,17,53,33
0,1915,30005,5,2,false,12,120,29
0,1915,30020,20,2,false,11,127,30
0,1915,31020,20,2,true,11,127,42
0,1916,30009,9,2,false,17,53,32
0,1916,30005,5,2,false,12,120,28
0,1916,30020,20,2,false,11,127,30
0,1916,31020,20,2,true,11,127,42
0,1917,30009,9,2,false,17,53,33
0,1917,30005,5,2,false,12,120,29
0,1917,30020,20,2,false,11,127,31
0,1917,31020,20,2,true,11,127,42
0,1918,30009,9,2,false,17,53,33
0,1918,30005,5,2,false,12,120,28
0,1918,30020,20,2,false,11,127,31
0,1918,31020,20,2,true,11,127,42
0,1919,30009,9,2,false,17,53,34
0,1919,30005,5,2,false,12,120,28
0,1919,30020,20,2,false,11,127,32
0,1919,31020,20,2,true,11,127,42
0,1920,30009,9,2,false,17,53,34
0,1920,30005,5,2,false,12,120,28
0,1920,30020,20,2,false,11,127,25
0,1920,31020,20,2,true,11,127,42
0,1921,30048,48,2,false,29,130,49
0,1921,30009,9,2,false,17,53,32
0,1921,30005,5,2,false,12,120,30
0,1921,30020,20,2,false,11,127,27
0,1921,31020,20,2,true,11,127,42
0,1922,30048,48,2,false,29,130,49
0,1922,30009,9,2,false,17,53,32
0,1922,30005,5,2,false,12,120,30
0,1922,30020,20,2,false,10,127,28
0,1922,31048,48,2,true,29,130,47
0,1922,31020,20,2,true,10,127,42
0,1923,30048,48,2,false,29,130,48
0,1923,30009,9,2,false,17,53,32
0,1923,30005,5,2,false,12,120,31
0,1923,30020,20,2,false,10,127,35
0,1923,31048,48,2,true,29,130,48
0,1923,31020,20,2,true,10,127,42
0,1924,30048,48,2,false,29,130,46
0,1924,30009,9,2,false,17,53,31
0,1924,30005,5,2,false,12,120,31
0,1924,30020,20,2,false,10,127,34
0,1924,31048,48,2,true,29,130,49
0,1924,31020,20,2,true,10,127,42
0,1925,30048,48,2,false,29,130,48
0,1925,30009,9,2,false,17,53,29
0,1925,30005,5,2,false,12,120,30
0,1925,30020,20,2,false,10,127,34
0,1925,31048,48,2,true,29,130,49
