id,time,network,band,elevation,azimuth,snr
31033,32037,BeiDou,L5,13.457170408312853,67.53855324451608,48
31025,32037,BeiDou,L5,13.397322004312619,99.5720621090121,47
40013,32038,GLONASS,L1,4.674248775559584,100.28480634790989,46
30005,32038,BeiDou,L1,15.183925125799723,117.52319492448372,42
30033,32038,BeiDou,L1,13.453166424384102,67.54117718750965,46
30025,32038,BeiDou,L1,13.406166774322877,99.56497578134831,47
31033,32038,BeiDou,L5,13.453166424384102,67.54117718750965,48
31025,32038,BeiDou,L5,13.406166774322877,99.56497578134831,47
40013,32039,GLONASS,L1,4.680482189374703,100.28058088421741,46
30005,32039,BeiDou,L1,15.183756248330946,117.5235612440749,42
30033,32039,BeiDou,L1,13.449160627816836,67.54380217071132,46
30025,32039,BeiDou,L1,13.414988350515094,99.5578947929449,47
31033,32039,BeiDou,L5,13.449160627816836,67.54380217071132,48
31025,32039,BeiDou,L5,13.414988350515094,99.5578947929449,47
40013,32040,GLONASS,L1,4.68671552104235,100.2763538342365,46
30005,32040,BeiDou,L1,15.183587363214833,117.52392748301187,42
30033,32040,BeiDou,L1,13.445153018467073,67.5464281942157,46
30025,32040,BeiDou,L1,13.423786730662902,99.55081914436138,47
31033,32040,BeiDou,L5,13.445153018467073,67.5464281942157,48
31025,32040,BeiDou,L5,13.423786730662902,99.55081914436138,47
40013,32041,GLONASS,L1,4.6929487705191395,100.27212519786147,46
30005,32041,BeiDou,L1,15.183418470454432,117.52429364130634,42
30033,32041,BeiDou,L1,13.441143596190834,67.54905525811692,46
30025,32041,BeiDou,L1,13.432561912550609,99.54374883615688,47
31033,32041,BeiDou,L5,13.441143596190834,67.54905525811692,48
31025,32041,BeiDou,L5,13.432561912550609,99.54374883615688,47
40013,32042,GLONASS,L1,4.699181937761967,100.26789497498685,46
30005,32042,BeiDou,L1,15.18324957005278,117.52465971897006,42
30033,32042,BeiDou,L1,13.437132360844362,67.55168336250954,46
30025,32042,BeiDou,L1,13.441313893953627,99.5366838688918,47
31033,32042,BeiDou,L5,13.437132360844362,67.55168336250954,48
31025,32042,BeiDou,L5,13.441313893953627,99.5366838688918,47
40013,32043,GLONASS,L1,4.705415022727336,100.26366316550724,46
30005,32043,BeiDou,L1,15.183080662012916,117.5250257160148,42
30033,32043,BeiDou,L1,13.433119312283791,67.55431250748767,46
30025,32043,BeiDou,L1,13.450042672650925,99.52962424312524,47
31033,32043,BeiDou,L5,13.433119312283791,67.55431250748767,48
31025,32043,BeiDou,L5,13.450042672650925,99.52962424312524,47
40013,32044,GLONASS,L1,4.71164802537214,100.25942976931684,46
30005,32044,BeiDou,L1,15.182911746337888,117.52539163245233,42
30033,32044,BeiDou,L1,13.429104450365251,67.55694269314594,46
30025,32044,BeiDou,L1,13.458748246421475,99.52256995941673,47
31033,32044,BeiDou,L5,13.429104450365251,67.55694269314594,48
31025,32044,BeiDou,L5,13.458748246421475,99.52256995941673,47
40013,32045,GLONASS,L1,4.717880945652997,100.25519478631028,46
30005,32045,BeiDou,L1,15.182742823030733,117.52575746829429,42
30025,32045,BeiDou,L1,13.467430613046027,99.5155210183258,47
30033,32045,BeiDou,L1,13.425087774944872,67.55957391957885,46
31025,32045,BeiDou,L5,13.467430613046027,99.5155210183258,47
31033,32045,BeiDou,L5,13.425087774944872,67.55957391957885,48
40013,32046,GLONASS,L1,4.724113783526744,100.25095821638209,46
30005,32046,BeiDou,L1,15.182573892094494,117.52612322355256,42
30025,32046,BeiDou,L1,13.476089770303547,99.50847742041199,47
30033,32046,BeiDou,L1,13.4210692858789,67.56220618688045,46
31025,32046,BeiDou,L5,13.476089770303547,99.50847742041199,47
31033,32046,BeiDou,L5,13.4210692858789,67.56220618688045,48
40013,32047,GLONASS,L1,4.730346538950052,100.24672005942656,47
30005,32047,BeiDou,L1,15.182404953532208,117.52648889823881,42
30025,32047,BeiDou,L1,13.48472571597301,99.5014391662344,47
30033,32047,BeiDou,L1,13.417048983023356,67.56483949514545,46
31025,32047,BeiDou,L5,13.48472571597301,99.5014391662344,47
31033,32047,BeiDou,L5,13.417048983023356,67.56483949514545,48
40013,32048,GLONASS,L1,4.736579211879649,100.24248031533827,47
30005,32048,BeiDou,L1,15.182236007346924,117.52685449236479,42
30025,32048,BeiDou,L1,13.493338447831604,99.49440625635344,47
30033,32048,BeiDou,L1,13.413026866234258,67.56747384446791,46
31033,32048,BeiDou,L5,13.413026866234258,67.56747384446791,48
31025,32048,BeiDou,L5,13.493338447831604,99.49440625635344,47
40013,32049,GLONASS,L1,4.742811802272262,100.23823898401173,47
30005,32049,BeiDou,L1,15.182067053541669,117.5272200059423,42
30025,32049,BeiDou,L1,13.5019279636583,99.48737869132778,47
30033,32049,BeiDou,L1,13.40900293536785,67.57010923494244,46
31033,32049,BeiDou,L5,13.40900293536785,67.57010923494244,48
31025,32049,BeiDou,L5,13.5019279636583,99.48737869132778,47
40013,32050,GLONASS,L1,4.749044310084562,100.23399606534124,47
30005,32050,BeiDou,L1,15.18189809211951,117.52758543898305,42
30025,32050,BeiDou,L1,13.510494261233848,99.48035647171781,47
30033,32050,BeiDou,L1,13.404977190280263,67.57274566666342,46
31033,32050,BeiDou,L5,13.404977190280263,67.57274566666342,48
31025,32050,BeiDou,L5,13.510494261233848,99.48035647171781,47
40013,32051,GLONASS,L1,4.755276735273444,100.2297515592214,47
30005,32051,BeiDou,L1,15.181729123083457,117.52795079149874,42
30025,32051,BeiDou,L1,13.519037338335439,99.47333959808219,47
30033,32051,BeiDou,L1,13.40094963082763,67.57538313972512,46
31033,32051,BeiDou,L5,13.40094963082763,67.57538313972512,48
31025,32051,BeiDou,L5,13.519037338335439,99.47333959808219,47
40013,32052,GLONASS,L1,4.761509077795412,100.22550546554663,47
30005,32052,BeiDou,L1,15.181560146436576,117.52831606350122,42
30025,32052,BeiDou,L1,13.527557192743823,99.46632807098136,47
30033,32052,BeiDou,L1,13.396920256866084,67.57802165422194,46
31033,32052,BeiDou,L5,13.396920256866084,67.57802165422194,48
31025,32052,BeiDou,L5,13.527557192743823,99.46632807098136,47
40013,32053,GLONASS,L1,4.76774133760736,100.22125778421137,47
30005,32053,BeiDou,L1,15.181391162181887,117.52868125500218,42
30025,32053,BeiDou,L1,13.536053822237967,99.45932189097395,47
30033,32053,BeiDou,L1,13.392889068251865,67.58066121024848,46
31025,32053,BeiDou,L5,13.536053822237967,99.45932189097395,47
31033,32053,BeiDou,L5,13.392889068251865,67.58066121024848,48
40013,32054,GLONASS,L1,4.773973514665959,100.21700851511008,47
30005,32054,BeiDou,L1,15.181222170322446,117.52904636601335,42
30025,32054,BeiDou,L1,13.544527224595067,99.4523210586204,47
30033,32054,BeiDou,L1,13.388856064840883,67.5833018078989,46
31025,32054,BeiDou,L5,13.544527224595067,99.4523210586204,47
31033,32054,BeiDou,L5,13.388856064840883,67.5833018078989,48
40013,32055,GLONASS,L1,4.780205608927937,100.21275765813739,47
30005,32055,BeiDou,L1,15.181053170861295,117.52941139654655,42
30025,32055,BeiDou,L1,13.55297739759587,99.44532557447934,47
30033,32055,BeiDou,L1,13.384821246489384,67.58594344726771,46
31025,32055,BeiDou,L5,13.55297739759587,99.44532557447934,47
31033,32055,BeiDou,L5,13.384821246489384,67.58594344726771,48
40013,32056,GLONASS,L1,4.786437620350077,100.20850521318748,47
30005,32056,BeiDou,L1,15.180884163801467,117.5297763466134,42
30025,32056,BeiDou,L1,13.561404339017564,99.4383354391112,47
30033,32056,BeiDou,L1,13.380784613053496,67.58858612844917,45
31025,32056,BeiDou,L5,13.561404339017564,99.4383354391112,47
31033,32056,BeiDou,L5,13.380784613053496,67.58858612844917,48
40013,32057,GLONASS,L1,4.792669548888939,100.204251180155,47
30005,32057,BeiDou,L1,15.180715149146003,117.53014121622577,42
30025,32057,BeiDou,L1,13.569808046639125,99.43135065307462,47
30033,32057,BeiDou,L1,13.376746164389354,67.59122985153768,45
31025,32057,BeiDou,L5,13.569808046639125,99.43135065307462,47
31033,32057,BeiDou,L5,13.376746164389354,67.59122985153768,48
40013,32058,GLONASS,L1,4.798901394501471,100.19999555893433,47
30005,32058,BeiDou,L1,15.180546126897953,117.53050600539541,42
30025,32058,BeiDou,L1,13.578188518243076,99.4243712169296,47
30033,32058,BeiDou,L1,13.372705900353088,67.59387461662772,45
31025,32058,BeiDou,L5,13.578188518243076,99.4243712169296,47
31033,32058,BeiDou,L5,13.372705900353088,67.59387461662772,48
40013,32059,GLONASS,L1,4.80513315714418,100.19573834942011,47
30005,32059,BeiDou,L1,15.180377097060349,117.53087071413395,42
30025,32059,BeiDou,L1,13.586545751604834,99.41739713123565,47
30033,32059,BeiDou,L1,13.368663820800718,67.59652042381367,45
31025,32059,BeiDou,L5,13.586545751604834,99.41739713123565,47
31033,32059,BeiDou,L5,13.368663820800718,67.59652042381367,48
40013,32060,GLONASS,L1,4.811364836774015,100.1914795515066,47
30005,32060,BeiDou,L1,15.18020805963624,117.53123534245321,42
30025,32060,BeiDou,L1,13.594879744503366,99.41042839655232,47
30033,32060,BeiDou,L1,13.36461992558871,67.59916727318974,45
31025,32060,BeiDou,L5,13.594879744503366,99.41042839655232,47
31033,32060,BeiDou,L5,13.36461992558871,67.59916727318974,48
40013,32061,GLONASS,L1,4.817596433347536,100.18721916508831,47
30005,32061,BeiDou,L1,15.18003901462866,117.531599890365,42
30025,32061,BeiDou,L1,13.603190494719422,99.40346501343915,47
30033,32061,BeiDou,L1,13.360574214572864,67.6018151648507,45
31025,32061,BeiDou,L5,13.603190494719422,99.40346501343915,47
31033,32061,BeiDou,L5,13.360574214572864,67.6018151648507,48
40013,32062,GLONASS,L1,4.823827946821525,100.18295719005981,47
30005,32062,BeiDou,L1,15.179869962040659,117.53196435788092,42
30025,32062,BeiDou,L1,13.611478000031973,99.39650698245566,47
30033,32062,BeiDou,L1,13.356526687609422,67.60446409889053,45
31025,32062,BeiDou,L5,13.611478000031973,99.39650698245566,47
31033,32062,BeiDou,L5,13.356526687609422,67.60446409889053,48
40013,32063,GLONASS,L1,4.830059377152709,100.17869362631545,47
30005,32063,BeiDou,L1,15.179700901875266,117.53232874501285,42
30025,32063,BeiDou,L1,13.619742258218208,99.38955430416141,47
30033,32063,BeiDou,L1,13.352477344554513,67.60711407540383,45
31025,32063,BeiDou,L5,13.619742258218208,99.38955430416141,47
31033,32063,BeiDou,L5,13.352477344554513,67.60711407540383,49
40013,32064,GLONASS,L1,4.836290724297873,100.17442847374966,47
30005,32064,BeiDou,L1,15.17953183413553,117.5326930517725,42
30025,32064,BeiDou,L1,13.6279832670571,99.38260697911635,47
30033,32064,BeiDou,L1,13.348426185264273,67.60976509448487,45
31025,32064,BeiDou,L5,13.6279832670571,99.38260697911635,47
31033,32064,BeiDou,L5,13.348426185264273,67.60976509448487,49
40013,32065,GLONASS,L1,4.842521988213631,100.17016173225716,47
30005,32065,BeiDou,L1,15.179362758824492,117.53305727817158,42
30025,32065,BeiDou,L1,13.636201024329397,99.37566500787915,47
30033,32065,BeiDou,L1,13.344373209594831,67.61241715622815,45
31025,32065,BeiDou,L5,13.636201024329397,99.37566500787915,47
31033,32065,BeiDou,L5,13.344373209594831,67.61241715622815,49
40013,32066,GLONASS,L1,4.84875316885671,100.16589340173208,47
30005,32066,BeiDou,L1,15.17919367594519,117.53342142422188,42
30025,32066,BeiDou,L1,13.64439552781229,99.36872839100977,47
30033,32066,BeiDou,L1,13.340318417402433,67.61507026072806,45
31025,32066,BeiDou,L5,13.64439552781229,99.36872839100977,47
31033,32066,BeiDou,L5,13.340318417402433,67.61507026072806,49
40013,32067,GLONASS,L1,4.854984266184061,100.161623482069,47
30005,32067,BeiDou,L1,15.179024585500677,117.53378548993514,42
30025,32067,BeiDou,L1,13.652566775288308,99.36179712906733,47
30033,32067,BeiDou,L1,13.336261808542872,67.61772440807874,45
31025,32067,BeiDou,L5,13.652566775288308,99.36179712906733,47
31033,32067,BeiDou,L5,13.336261808542872,67.61772440807874,49
40013,32068,GLONASS,L1,4.861215280152076,100.15735197316258,47
30005,32068,BeiDou,L1,15.178855487493967,117.53414947532308,42
30025,32068,BeiDou,L1,13.660714764532864,99.35487122261222,47
30033,32068,BeiDou,L1,13.332203382872617,67.62037959837495,45
31025,32068,BeiDou,L5,13.660714764532864,99.35487122261222,47
31033,32068,BeiDou,L5,13.332203382872617,67.62037959837495,49
40013,32069,GLONASS,L1,4.867446210717762,100.15307887490702,47
30005,32069,BeiDou,L1,15.17868638192813,117.53451338039747,42
30025,32069,BeiDou,L1,13.668839493324924,99.34795067220354,47
30033,32069,BeiDou,L1,13.32814314024769,67.62303583171082,45
31025,32069,BeiDou,L5,13.668839493324924,99.34795067220354,47
31033,32069,BeiDou,L5,13.32814314024769,67.62303583171082,49
40013,32070,GLONASS,L1,4.873677057837678,100.14880418719686,47
30005,32070,BeiDou,L1,15.178517268806194,117.53487720517009,42
30025,32070,BeiDou,L1,13.676940959445243,99.34103547840084,47
30033,32070,BeiDou,L1,13.32408108052422,67.62569310818076,45
31025,32070,BeiDou,L5,13.676940959445243,99.34103547840084,47
31033,32070,BeiDou,L5,13.32408108052422,67.62569310818076,49
40013,32071,GLONASS,L1,4.879907821468661,100.14452790992674,47
30005,32071,BeiDou,L1,15.178348148131205,117.5352409496526,42
30025,32071,BeiDou,L1,13.685019160669228,99.33412564176321,47
30033,32071,BeiDou,L1,13.320017203558228,67.62835142787935,45
31025,32071,BeiDou,L5,13.685019160669228,99.33412564176321,47
31033,32071,BeiDou,L5,13.320017203558228,67.62835142787935,49
40013,32072,GLONASS,L1,4.88613850156733,100.14025004299087,47
30005,32072,BeiDou,L1,15.17817901990619,117.53560461385683,42
30025,32072,BeiDou,L1,13.69307409478119,99.32722116285106,47
30033,32072,BeiDou,L1,13.31595150920607,67.63101079090066,45
31025,32072,BeiDou,L5,13.69307409478119,99.32722116285106,47
31033,32072,BeiDou,L5,13.31595150920607,67.63101079090066,49
40013,32073,GLONASS,L1,4.892369098090465,100.1359705862838,47
30005,32073,BeiDou,L1,15.178009884134207,117.5359681977945,42
30025,32073,BeiDou,L1,13.701105759558319,99.32032204222305,47
30033,32073,BeiDou,L1,13.311883997323875,67.6336711973393,45
31025,32073,BeiDou,L5,13.701105759558319,99.32032204222305,47
31033,32073,BeiDou,L5,13.311883997323875,67.6336711973393,49
40013,32074,GLONASS,L1,4.89859961099485,100.1316895397001,47
30005,32074,BeiDou,L1,15.177840740818294,117.53633170147732,42
30025,32074,BeiDou,L1,13.709114152777806,99.31342828044005,47
30033,32074,BeiDou,L1,13.307814667767554,67.63633264728976,45
31025,32074,BeiDou,L5,13.709114152777806,99.31342828044005,47
31033,32074,BeiDou,L5,13.307814667767554,67.63633264728976,49
40013,32075,GLONASS,L1,4.904830040237101,100.12740690313407,47
30005,32075,BeiDou,L1,15.177671589961486,117.53669512491713,42
30025,32075,BeiDou,L1,13.71709927221862,99.3065398780598,47
30033,32075,BeiDou,L1,13.303743520393239,67.63899514084598,45
31025,32075,BeiDou,L5,13.71709927221862,99.3065398780598,48
31033,32075,BeiDou,L5,13.303743520393239,67.63899514084598,49
40013,32076,GLONASS,L1,4.911060385774057,100.12312267648026,47
30005,32076,BeiDou,L1,15.17750243156683,117.5370584681256,42
30025,32076,BeiDou,L1,13.725061115661514,99.29965683564318,47
30033,32076,BeiDou,L1,13.299670555057284,67.64165867810291,45
31025,32076,BeiDou,L5,13.725061115661514,99.29965683564318,48
31033,32076,BeiDou,L5,13.299670555057284,67.64165867810291,49
40013,32077,GLONASS,L1,4.917290647562332,100.11883685963312,47
30005,32077,BeiDou,L1,15.177333265637365,117.53742173111448,42
30025,32077,BeiDou,L1,13.732999680885456,99.29277915374884,47
30033,32077,BeiDou,L1,13.29559577161571,67.64432325915449,45
31025,32077,BeiDou,L5,13.732999680885456,99.29277915374884,48
31033,32077,BeiDou,L5,13.29559577161571,67.64432325915449,49
40013,32078,GLONASS,L1,4.923520825558766,100.11454945248725,47
30005,32078,BeiDou,L1,15.177164092176127,117.53778491389555,42
30025,32078,BeiDou,L1,13.740914965665855,99.2859068329372,47
30033,32078,BeiDou,L1,13.291519169924538,67.64698888409532,45
31025,32078,BeiDou,L5,13.740914965665855,99.2859068329372,48
31033,32078,BeiDou,L5,13.291519169924538,67.64698888409532,49
40013,32079,GLONASS,L1,4.92975091972003,100.11026045493685,46
30005,32079,BeiDou,L1,15.176994911186165,117.53814801648055,42
30025,32079,BeiDou,L1,13.748806967787022,99.2790398737669,47
30033,32079,BeiDou,L1,13.287440749840231,67.64965555301978,45
31025,32079,BeiDou,L5,13.748806967787022,99.2790398737669,48
31033,32079,BeiDou,L5,13.287440749840231,67.64965555301978,49
40013,32080,GLONASS,L1,4.93598093000274,100.10596986687653,46
30005,32080,BeiDou,L1,15.176825722670523,117.53851103888121,42
30025,32080,BeiDou,L1,13.75667568502437,99.27217827679794,47
30033,32080,BeiDou,L1,13.28336051121859,67.65232326602207,45
31025,32080,BeiDou,L5,13.75667568502437,99.27217827679794,48
31033,32080,BeiDou,L5,13.28336051121859,67.65232326602207,49
40013,32081,GLONASS,L1,4.942210856363902,100.10167768820091,47
30005,32081,BeiDou,L1,15.176656526632225,117.5388739811093,42
30025,32081,BeiDou,L1,13.764521115158647,99.26532204259028,47
30033,32081,BeiDou,L1,13.279278453915744,67.65499202319697,45
31025,32081,BeiDou,L5,13.764521115158647,99.26532204259028,48
31033,32081,BeiDou,L5,13.279278453915744,67.65499202319697,49
40013,32082,GLONASS,L1,4.9484406987599625,100.09738391880413,47
30005,32082,BeiDou,L1,15.176487323074335,117.53923684317657,42
30025,32082,BeiDou,L1,13.772343255967042,99.25847117170257,47
30033,32082,BeiDou,L1,13.27519457778805,67.65766182463834,45
31025,32082,BeiDou,L5,13.772343255967042,99.25847117170257,48
31033,32082,BeiDou,L5,13.27519457778805,67.65766182463834,49
40013,32083,GLONASS,L1,4.9546704571478735,100.09308855858085,47
30005,32083,BeiDou,L1,15.176318111999866,117.5395996250947,42
30025,32083,BeiDou,L1,13.780142105230308,99.2516256646948,47
30033,32083,BeiDou,L1,13.271108882691525,67.66033267044101,45
31025,32083,BeiDou,L5,13.780142105230308,99.2516256646948,48
31033,32083,BeiDou,L5,13.271108882691525,67.66033267044101,49
40013,32084,GLONASS,L1,4.960900131484083,100.08879160742558,47
30005,32084,BeiDou,L1,15.176148893411893,117.53996232687554,42
30025,32084,BeiDou,L1,13.787917660723853,99.24478552212695,47
30033,32084,BeiDou,L1,13.267021368482194,67.66300456069914,45
31025,32084,BeiDou,L5,13.787917660723853,99.24478552212695,48
31033,32084,BeiDou,L5,13.267021368482194,67.66300456069914,48
40013,32085,GLONASS,L1,4.9671297217255965,100.0844930652326,47
30005,32085,BeiDou,L1,15.175979667313431,117.54032494853081,42
30025,32085,BeiDou,L1,13.795669920231989,99.23795074455764,47
30033,32085,BeiDou,L1,13.262932035016409,67.66567749550721,45
31025,32085,BeiDou,L5,13.795669920231989,99.23795074455764,48
31033,32085,BeiDou,L5,13.262932035016409,67.66567749550721,48
40013,32086,GLONASS,L1,4.973359227829031,100.08019293189646,47
30005,32086,BeiDou,L1,15.17581043370754,117.54068749007217,42
30025,32086,BeiDou,L1,13.803398881531905,99.23112133254688,47
30033,32086,BeiDou,L1,13.25884088215019,67.66835147495952,45
31025,32086,BeiDou,L5,13.803398881531905,99.23112133254688,49
31033,32086,BeiDou,L5,13.25884088215019,67.66835147495952,48
40013,32087,GLONASS,L1,4.979588649751111,100.07589120731178,47
30005,32087,BeiDou,L1,15.175641192597235,117.54104995151148,42
30025,32087,BeiDou,L1,13.811104542400791,99.22429728665419,47
30033,32087,BeiDou,L1,13.25474790973967,67.67102649915056,45
31025,32087,BeiDou,L5,13.811104542400791,99.22429728665419,49
31033,32087,BeiDou,L5,13.25474790973967,67.67102649915056,48
40013,32088,GLONASS,L1,4.9858179874485655,100.07158789137281,47
30005,32088,BeiDou,L1,15.17547194398559,117.54141233286046,42
30025,32088,BeiDou,L1,13.818786900617619,99.21747860743912,48
30033,32088,BeiDou,L1,13.25065311764087,67.6737025681746,45
31025,32088,BeiDou,L5,13.818786900617619,99.21747860743912,49
31033,32088,BeiDou,L5,13.25065311764087,67.6737025681746,48
40013,32089,GLONASS,L1,4.992047240878066,100.06728298397405,47
30005,32089,BeiDou,L1,15.175302687875615,117.5417746341308,42
30025,32089,BeiDou,L1,13.826445953963137,99.2106652954612,48
30033,32089,BeiDou,L1,13.246556505710142,67.67637968212625,45
31025,32089,BeiDou,L5,13.826445953963137,99.2106652954612,49
31033,32089,BeiDou,L5,13.246556505710142,67.67637968212625,48
40013,32090,GLONASS,L1,4.998276409996507,100.06297648501015,47
30005,32090,BeiDou,L1,15.175133424270381,117.54213685533432,42
30025,32090,BeiDou,L1,13.834081700216316,99.20385735127995,48
30033,32090,BeiDou,L1,13.242458073803398,67.67905784109956,45
31025,32090,BeiDou,L5,13.834081700216316,99.20385735127995,49
31033,32090,BeiDou,L5,13.242458073803398,67.67905784109956,48
40013,32091,GLONASS,L1,5.004505494760392,100.05866839437527,47
30005,32091,BeiDou,L1,15.174964153172898,117.54249899648272,42
30025,32091,BeiDou,L1,13.841694137152567,99.19705477545492,48
30033,32091,BeiDou,L1,13.23835782177699,67.68173704518902,45
31025,32091,BeiDou,L5,13.841694137152567,99.19705477545492,49
31033,32091,BeiDou,L5,13.23835782177699,67.68173704518902,48
40013,32092,GLONASS,L1,5.010734495126615,100.05435871196408,46
30005,32092,BeiDou,L1,15.174794874586233,117.54286105758774,42
30025,32092,BeiDou,L1,13.8492832625562,99.19025756854565,48
30033,32092,BeiDou,L1,13.23425574948694,67.68441729448938,45
31025,32092,BeiDou,L5,13.8492832625562,99.19025756854565,49
31033,32092,BeiDou,L5,13.23425574948694,67.68441729448938,48
40013,32093,GLONASS,L1,5.016963411051847,100.05004743767108,46
30005,32093,BeiDou,L1,15.174625588513408,117.54322303866117,42
30025,32093,BeiDou,L1,13.856849074202625,99.18346573111165,48
30033,32093,BeiDou,L1,13.230151856789378,67.68709858909443,45
31025,32093,BeiDou,L5,13.856849074202625,99.18346573111165,49
31033,32093,BeiDou,L5,13.230151856789378,67.68709858909443,48
40013,32094,GLONASS,L1,5.023192242492818,100.04573457139055,46
30005,32094,BeiDou,L1,15.174456294957478,117.54358493971476,42
30025,32094,BeiDou,L1,13.864391569872591,99.17667926371249,48
30033,32094,BeiDou,L1,13.226046143540328,67.68978092909902,45
